First Commit Pull Request,Related to a good-first-issue?,Developer Experience?,Link to PR,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
ReactShallowRenderer.render returns the rendered output ,0,Experienced,https://github.com/facebook/react/pull/5411,0,1,0,0,0,0,
[docs] Fix typo in ref-08-reconciliation.md,0,Experienced,https://github.com/facebook/react/pull/5799,0,0,0,1,0,0,
Update 10.2-form-input-binding-sugar.zh-CN.md,0,Novice,https://github.com/facebook/react/pull/6141,0,0,0,1,0,0,
Grammar fix for 15.0 blog post ,0,Experienced,https://github.com/facebook/react/pull/6443,0,0,0,1,0,0,
Wording change in doc,0,Medior,https://github.com/facebook/react/pull/7348,0,0,0,1,0,0,
Update OWASP link in docs for dangerous innerHTML,0,Experienced,https://github.com/facebook/react/pull/7710,0,0,0,1,0,0,
Add link to gulpjs ,0,Experienced,https://github.com/facebook/react/commit/b59a8d94cc5f7253a4b8ad8be8d4b3072faf375e,0,0,0,1,0,0,
forms breakup ,0,Experienced,https://github.com/facebook/react/commit/3a09f4bf30a8feaccfe5716d74de8b78f3d07a6a,0,0,0,0,0,1,
Handles risky callbacks on setState. Fixes #8238,0,Experienced,https://github.com/facebook/react/pull/8242,0,1,0,0,0,1,
update to codebase-overview.md,0,Experienced,https://github.com/facebook/react/pull/8671,0,0,0,1,0,0,
Missing onLoad and onError events on image tag #5626,0,Novice,https://github.com/facebook/react/pull/9042,0,1,0,0,0,0,
"Docs: Use single quotes, remove extra whitespace",0,Experienced,https://github.com/facebook/react/pull/9215,0,0,0,1,0,0,
Remove addons path deleted in #9209,0,Experienced,https://github.com/facebook/react/pull/9921,0,0,0,0,0,1,
"""Write Code in Your Editor"": Split step 5 into 2 steps",0,Experienced,https://github.com/facebook/react/pull/10832,0,0,0,1,0,0,
Add React Summit Nigeria to the list of conferences.,0,Novice,https://github.com/facebook/react/pull/10939,0,0,0,1,0,0,
Correct logo URL,0,Experienced,https://github.com/facebook/react/pull/11090,1,0,0,0,0,0,
Rewrite ReactDOMInput-test depending on internal API (#11299),1,Medior,https://github.com/facebook/react/pull/11309,0,0,0,0,1,0,
Support string values for capture attribute,0,Experienced,https://github.com/facebook/react/pull/11424,0,1,0,0,0,0,
Update HTTP -> HTTPs in README files,0,Novice,https://github.com/facebook/react/pull/11635,0,0,0,1,0,0,
Reduce scheduler serialization overhead,0,Experienced,https://github.com/facebook/react/pull/14249,0,1,0,0,0,1,
Use SameValue instead of === to check for dispatchAction equivalence,0,Experienced,https://github.com/facebook/react/pull/14752,0,0,0,0,0,1,
Improve `table > tr` warning,0,Experienced,https://github.com/facebook/react/pull/16535,0,1,0,0,0,0,
Moving backend injection to the content script,0,Novice,https://github.com/facebook/react/pull/16900,0,0,0,0,0,1,
Fixed generator collisions for nested controller modules. ,0,Experienced,https://github.com/rails/rails/commit/2d372d704987e05712ccd937e78d8dbd41242efe,1,0,0,0,0,0,
Ruby 1.9.1p0's URI.decode() bug fix,0,Experienced,https://github.com/rails/rails/commit/3b3dbd797397fe692fa50bdb46a0db06b82bf848,1,0,0,0,0,0,
Allow store to be a not null column.,0,Experienced,https://github.com/rails/rails/pull/4856,0,1,0,0,0,0,
ordinalize negative numbers patch,0,Novice,https://github.com/rails/rails/pull/438,0,1,0,0,0,0,
Trusted proxies are configurable,0,Medior,https://github.com/rails/rails/pull/2632,0,0,1,0,0,0,
Fix confusing example in ActiveModel::Errors ,0,Experienced,https://github.com/rails/rails/commit/0c948a587d5fd22d0d0465d81ced2be9b903a6f6,0,0,0,1,0,0,
Remove mention of `convert_key` now that it's been taken out in,0,Medior,https://github.com/rails/rails/commit/32c28e8214940fe6b06043b280e8d342e16eb3c6,0,0,0,0,0,1,
Support another file type .rake in `rake notes`,0,Medior,https://github.com/rails/rails/pull/7871,0,1,0,0,0,0,
Added regression test for #8195. ,0,Experienced,https://github.com/rails/rails/commit/567cdd1f29850d66e4b895be2eba4a100df51371,0,0,0,0,1,0,
Update capture_helper.rb ,0,Experienced,https://github.com/rails/rails/commit/c5b5c68d522b4bdcb5fce03a5966ec93bdd87e95,0,0,0,0,0,1,
Fix links containing stray colons ,0,Medior,https://github.com/rails/rails/commit/69a87d5ada9dd07ed95d16c11767c8fb73e81051,0,0,0,1,0,0,
Fix #8856 Ensure has_one association=(associate) triggers save. ,0,Experienced,https://github.com/rails/rails/commit/ebd7cc6f459e43aa03a6b8095266888909e0ee4d,1,0,0,0,0,0,
Allow override of PostgreSQL UUID primary key default ,0,Experienced,https://github.com/rails/rails/pull/10404,0,1,0,0,0,0,
Restore ActiveRecord connection to original environment after rake:db:test:prepare task.,0,Experienced,https://github.com/rails/rails/pull/10424,0,1,0,0,0,0,
Add detailed steps on how to squash multiple commits into a single detailed commit,0,Experienced,https://github.com/rails/rails/commit/6df9c595ad8e473d15a81a9291e891476bc833c2,0,0,0,1,0,0,
Merge Arel,0,Experienced,https://github.com/rails/rails/pull/32097,0,0,1,0,0,0,
Change order of scope subsections in Active Record Querying guide,0,Medior,https://github.com/rails/rails/pull/14576,0,1,0,0,0,1,
Integrate ActiveJob / DeliverLater / GlobalID with Rails,0,Experienced,https://github.com/rails/rails/pull/16485,0,0,1,0,0,0,Fun fact: creator of Rails.
Return truthy value from head method,0,Novice,https://github.com/rails/rails/pull/19291,1,0,0,0,0,0,
bugfix CodeStatics#calculate_directory_statics when dir has source ext,0,Medior,https://github.com/rails/rails/pull/19703,1,0,0,0,0,0,
Remove out-of-date AC::Broadcaster reference ,0,Experienced,https://github.com/rails/rails/commit/f2c270cd0e6846ef46c91d73a2c996b759cc5da2,0,0,0,0,0,1,
"ActionCable, sometimes add_channel is not called.",0,Experienced,https://github.com/rails/rails/pull/25030,1,0,0,0,0,0,
[documentation] ActiveRecord: Document order of Callbacks,0,Experienced,https://github.com/rails/rails/pull/27294,0,0,0,1,0,0,
Specify correct extension for text layouts,0,Experienced,https://github.com/rails/rails/pull/29618,0,0,0,1,0,0,
Fix IE 10 and IE 11's broken `preventDefault` for rails-ujs,0,Experienced,https://github.com/rails/rails/pull/31574,1,0,0,0,0,0,
Add available transformations to docs,0,Experienced,https://github.com/rails/rails/pull/32876,0,0,0,1,0,0,
"""brethen"" is misspelled and could be clearer",0,Experienced,https://github.com/rails/rails/pull/33033,0,0,0,1,0,0,
[Docs] All links from README.md now served over https,0,Experienced,https://github.com/rails/rails/pull/33481,0,0,0,1,0,0,
Focus search input after page load on /rails/info/routes ,0,Experienced,https://github.com/rails/rails/pull/33683,0,1,0,0,0,0,
Fixing an issue when parsing an opclass by allowing indexed column in indexdef to be wrapped up by double quotes,0,Experienced,https://github.com/rails/rails/pull/34498,1,1,0,0,0,0,
static libraries no longer built by default ,0,Experienced,https://github.com/pytorch/pytorch/commit/35c2754c88896c7742d7bc7e59e1936f19f04776,0,0,0,0,0,1,
Fix class torch.nn.ConvTransposeNd documentation,0,Experienced,https://github.com/pytorch/pytorch/pull/739,0,0,0,1,0,0,
"[cutorch refactor] move meanall function into generic/, update cwrap",0,Experienced,https://github.com/pytorch/pytorch/commit/c2e3bf214547b76682db5ba666a1e75596ec05d1,0,0,0,0,0,1,
caffe2/caffe2/operators/softmax_with_loss_op.cc: avoid shadowing warn,0,Experienced,https://github.com/pytorch/pytorch/commit/6b437708ad8b42a7362178576af0924f3ad6c856,0,0,0,0,0,1,
Fix compilation error when compiling with 'clang -x cuda'. ,0,Experienced,https://github.com/pytorch/pytorch/commit/8241cd7b6ed1425eeb88fd380090575978e358f4,1,0,0,0,0,0,
Missing CUDA_NVCC_FLAGS & CUDA_HOST_COMPILER flags at GPU arch detect,0,Experienced,https://github.com/pytorch/pytorch/commit/b89688658c8c37a3f18071c8a0adb67da2ab1540,1,0,0,0,0,0,
DOC fixed Tensor.expand docstring,0,Experienced,https://github.com/pytorch/pytorch/pull/2495,0,0,0,1,0,0,
fixed #3295,0,Experienced,https://github.com/pytorch/pytorch/pull/3300,1,0,0,0,0,0,
adaptive pooling supports only specifying size in certain dimension,0,Medior,https://github.com/pytorch/pytorch/pull/3127,0,1,0,0,0,0,
Separate parameter downloading tasks from training tasks and run them,0,Experienced,https://github.com/pytorch/pytorch/commit/1d4e996b8712196cc68c0b52c1e7faaa45ddd64b,0,1,0,0,0,1,
Implementing Pow operator (this merges existing pow with a scalar and,0,Experienced,https://github.com/pytorch/pytorch/commit/f7cc8e8822ed641d7a349308bc20b65acc6f7c56,0,0,1,0,0,0,
Fix: gradcheck forced float32,0,Experienced,https://github.com/pytorch/pytorch/pull/8230,1,0,0,0,0,0,
formatting in :math: blocks for fold/unfold docstring,0,Medior,https://github.com/pytorch/pytorch/pull/8696,0,0,0,1,0,0,
#8714 Improve Error Messages for module re-assignment,0,Novice,https://github.com/pytorch/pytorch/pull/9212,0,1,0,0,0,0,
caffe2: UpsampleBilinear support for scales,0,Experienced,https://github.com/pytorch/pytorch/pull/12736,0,1,0,0,0,0,
Make chunk size configurable in SaveOp,0,Novice,https://github.com/pytorch/pytorch/pull/12949,0,1,0,0,0,0,
Fix the bug when compile using nvcc compiler.,0,Medior,https://github.com/pytorch/pytorch/pull/13509,1,0,0,0,0,0,
Corresponding data type for BYTE,0,Experienced,https://github.com/pytorch/pytorch/pull/15627,0,1,0,0,0,0,
SGD: remove unneeded multiply-add initialization operations,0,Experienced,https://github.com/pytorch/pytorch/pull/18114,0,0,0,0,0,1,
Delete unnecessary file split_types.py,0,Medior,https://github.com/pytorch/pytorch/pull/23754,0,0,0,0,0,1,
tensor_numpy: add missing include header,0,Experienced,https://github.com/pytorch/pytorch/pull/24042,1,0,0,0,0,0,
Enhance Tensor indexSelect performance,0,Novice,https://github.com/pytorch/pytorch/pull/23055,0,1,0,0,0,1,
Enable log_softmax and CrossEntropyLoss for bfloat16,0,Medior,https://github.com/pytorch/pytorch/pull/24457,0,1,0,0,0,0,
Exposing Fused8BitRowwiseQuantizedToFloat in PyTorch,0,Medior,https://github.com/pytorch/pytorch/pull/26080,0,0,0,0,0,1,
Removes floating_dtype decorator from test_torch and test_cuda,0,Medior,https://github.com/pytorch/pytorch/pull/27599,0,0,0,0,1,0,
adding python all_gather coalesced functionality and testing.,0,Medior,https://github.com/pytorch/pytorch/pull/28634,0,0,1,0,1,0,
Fix typo in documentation,0,Experienced,https://github.com/pytorch/pytorch/pull/29755,0,0,0,1,0,0,
Fix typos,0,Experienced,https://github.com/pytorch/pytorch/pull/30606,0,0,0,1,0,0,
added exception args to the returned error message,0,Experienced,https://github.com/pytorch/pytorch/pull/32693,0,1,0,0,0,0,
dont force msvc /Ox flag which can conflict with /RTC1 in debug config,0,Experienced,https://github.com/pytorch/pytorch/pull/33164,0,0,0,0,0,1,
Update setup.py ,0,Experienced,https://github.com/OpenMined/PySyft/commit/66302419714969ac7c3d8c61401d23f36dd26ed7,0,0,0,1,0,0,Organizational.
:page_facing_up: docs: add install docs & headings,0,Medior,https://github.com/OpenMined/PySyft/pull/1,0,0,0,1,0,0,
A simple Dockerfile for Syft,0,Experienced,https://github.com/OpenMined/PySyft/pull/18,0,0,1,0,0,0,
Rafi devel,0,Medior,https://github.com/OpenMined/PySyft/pull/136,0,1,0,0,0,0,
"Implemented BaseTensor.{le,ge,lt} and inplace versions",0,Experienced,https://github.com/OpenMined/PySyft/pull/254,0,1,0,0,0,0,
"updated class name from ""admmTests"" -> ""addmmTests"" in test_math.py",0,Novice,https://github.com/OpenMined/PySyft/pull/338,0,0,0,0,0,1,
Updated LinearClassifier,0,Novice,https://github.com/OpenMined/PySyft/pull/337,0,1,0,0,0,0,
Momentum and Learning Rate Decay for SGD Optimizer,0,Experienced,https://github.com/OpenMined/PySyft/pull/733,0,1,0,0,0,0,
bugfix: do not delete results for inline aritmetic operations,1,Experienced,https://github.com/OpenMined/PySyft/pull/754,1,0,0,0,0,0,
__add__ method for IntTensor,1,Experienced,https://github.com/OpenMined/PySyft/pull/758,0,1,0,0,0,0,
Added Reciprocal Functionality,1,Medior,https://github.com/OpenMined/PySyft/pull/1285,0,1,0,0,0,0,
corrected typo,1,Experienced,https://github.com/OpenMined/PySyft/pull/1384,0,0,0,1,0,0,
Add missing docstrings in TorchHook,1,Medior,https://github.com/OpenMined/PySyft/pull/1443,0,0,0,1,0,0,
Update README.md for Windows Pytorch Installation,0,Novice,https://github.com/OpenMined/PySyft/pull/1576,0,0,0,1,0,0,
Wrong import path fixed. ,0,Experienced,https://github.com/OpenMined/PySyft/commit/7b482f7b903d66c90cff632fbff98ac26acacded,1,0,0,0,0,0,
Fix for issue #1645. ,1,Novice,https://github.com/OpenMined/PySyft/pull/1646,0,0,0,1,0,0,
Fixed a timeout issue occuring on raspberry PIs or low-power devices,0,Experienced,https://github.com/OpenMined/PySyft/pull/2084,1,0,0,0,0,0,
[wip] TFE Keras integration,0,Experienced,https://github.com/OpenMined/PySyft/pull/2170,0,0,1,0,0,0,
Added fix_prec for Linear Object,0,Experienced,https://github.com/OpenMined/PySyft/pull/2364,0,1,0,0,0,0,
Fix code formatting in grid.py,0,Medior,https://github.com/OpenMined/PySyft/pull/2694,0,0,0,0,0,1,
Remove Siraj Raval from README,0,Experienced,https://github.com/OpenMined/PySyft/pull/2815,0,0,0,1,0,0,
Cleanup Protocol,1,Experienced,https://github.com/OpenMined/PySyft/pull/2849,0,0,0,0,0,1,
add missing python packages and edit makefile,0,Novice,https://github.com/OpenMined/PySyft/pull/2870,0,0,0,1,0,0,
Translation to Indonesian Tutorial - Part 01,0,Experienced,https://github.com/OpenMined/PySyft/pull/2899,0,0,0,1,0,0,
Bengali Tutorial Part Two,0,Experienced,https://github.com/OpenMined/PySyft/pull/2942,0,0,0,1,0,0,
Add dependency caching to Github Actions,0,Experienced,https://github.com/OpenMined/PySyft/pull/3124,0,0,0,0,1,0,
Update regarding incompatible python versions,0,Medior,https://github.com/OpenMined/PySyft/pull/3154,0,0,0,1,0,0,
README.md update: specify python=3.7,0,Experienced,https://github.com/OpenMined/PySyft/pull/3162,0,0,0,1,0,0,
added floptimizer to maintain a list of optimizer objects,1,Novice,https://github.com/OpenMined/PySyft/pull/3179,0,1,0,0,0,0,
Add a `protocol` kwarg to `encrypt()` method to select between MPC and Paillier HE ,1,Experienced,https://github.com/OpenMined/PySyft/pull/3234,0,1,0,0,0,0,
Initial commit,0,BOT,https://github.com/microsoft/PowerToys/commit/f6be6e9fe7f8e4a5170859da6d410ed603844d0c,0,0,0,0,0,0,"Initial commit, organizational."
Initial commit,0,BOT,https://github.com/microsoft/PowerToys/commit/4f4a9e4dcf2e57f23700bb1390e122a07217e0ff,0,0,0,1,0,0,"Initial commit, organizational."
Pushing the first main update to master,0,Novice,https://github.com/microsoft/PowerToys/pull/1,0,0,0,1,0,0,
Minor spelling corrections,0,Medior,https://github.com/microsoft/PowerToys/pull/25,0,0,0,1,0,0,
Fixed typo in readme,0,Medior,https://github.com/microsoft/PowerToys/pull/153,0,0,0,1,0,0,
update backlog links,0,Experienced,https://github.com/microsoft/PowerToys/pull/201,0,0,0,1,0,0,
Update PowerToysBacklog.md,0,Novice,https://github.com/microsoft/PowerToys/pull/220,0,0,0,1,0,0,
Slight web bits cleanup,0,Experienced,https://github.com/microsoft/PowerToys/pull/280,0,0,0,0,0,1,
Added Hi-res logo (4k PNG),0,Novice,https://github.com/microsoft/PowerToys/pull/323,0,0,0,1,0,0,
Advertise shortcuts,0,Experienced,https://github.com/microsoft/PowerToys/pull/273,0,1,0,1,0,0,
Add documentation about Chocolatey installation,0,Experienced,https://github.com/microsoft/PowerToys/pull/350,0,0,0,1,0,0,
Couple of typos,0,Novice,https://github.com/microsoft/PowerToys/pull/364,0,0,0,1,0,0,
Update README.md,0,Experienced,https://github.com/microsoft/PowerToys/pull/446,0,0,0,1,0,0,
Modifying the startup behaviour of the FancyZones Layout Editor,0,Experienced,https://github.com/microsoft/PowerToys/pull/401,0,1,0,0,0,0,
Cleanup LICENSE,0,Novice,https://github.com/microsoft/PowerToys/pull/466,0,0,0,1,0,0,
fix editor CLI parsing if comma is decimal sep in locale ,0,Novice,https://github.com/microsoft/PowerToys/pull/488,1,0,0,0,0,1,
Dev/sashapie/wix nuget sacl,0,Experienced,https://github.com/microsoft/PowerToys/pull/489,0,1,0,0,0,1,
Update PowerToysBacklog.md,0,Experienced,https://github.com/microsoft/PowerToys/pull/511,0,0,0,1,0,0,
Typo at line 42,0,Novice,https://github.com/microsoft/PowerToys/pull/546,0,0,0,1,0,0,
FZ Editor support for small screens,0,Experienced,https://github.com/microsoft/PowerToys/pull/542,1,1,0,0,0,0,
Update organization.md,0,Experienced,https://github.com/microsoft/PowerToys/pull/559,1,0,0,1,0,0,
Update README.md,0,Experienced,https://github.com/microsoft/PowerToys/pull/626,1,0,0,1,0,0,
Customize system menu items through dedicated API ,0,Medior,https://github.com/microsoft/PowerToys/pull/677,0,0,1,0,0,0,
Update README.md,0,BOT,https://github.com/microsoft/PowerToys/pull/740,1,0,0,1,0,0,
Settings unit tests,0,Experienced,https://github.com/microsoft/PowerToys/pull/921,0,0,0,0,1,0,
"adding fancy zone opacity setting, enhancement #631 ",0,Experienced,https://github.com/microsoft/PowerToys/pull/1008,0,0,1,0,0,0,
Move reusable functions from PowerRenameLib Helpers.h to Common,0,Medior,https://github.com/microsoft/PowerToys/pull/1101,0,0,0,0,0,1,
Migrate FancyZones data persisting from Registry to JSON file,0,Medior,https://github.com/microsoft/PowerToys/pull/1194,0,1,0,0,0,1,
"""Always run as administrator"" and ""Restart as ..."" only for administrator account",0,Novice,https://github.com/microsoft/PowerToys/pull/1318,1,0,0,0,0,0,
Change Windows Store to Microsoft Store in README ,0,Novice,https://github.com/microsoft/PowerToys/pull/1369,0,0,0,1,0,0,
Initial commit,0,BOT,https://github.com/microsoft/playwright/commit/3261ad74363f6f039fd60ca68abd6eeb73c3f97f,0,0,0,0,0,1,Organizational.
Initial CODE_OF_CONDUCT.md commit,0,BOT,https://github.com/microsoft/playwright/commit/5c5fdee2037c87013bc7b5debb34976382e54168,0,0,0,1,0,0,Organizational.
Initial commit,0,Experienced,https://github.com/microsoft/playwright/commit/9ba375c06344835d783fe60bf33f857f9bc208a4,0,0,0,0,0,1,Organizational.
docs: show browser test stats in the readme,0,Experienced,https://github.com/microsoft/playwright/pull/24,0,1,0,0,0,0,
devops: simplified bash traps,0,Experienced,https://github.com/microsoft/playwright/commit/8a077da56552cfae7b75dd3d82bbc034c8c2306c,0,0,0,0,0,1,Organizational.
chore: introduce injected source lazily evaluated by execution context,0,Experienced,https://github.com/microsoft/playwright/pull/42,0,0,1,0,0,0,
feat(page): support Page.evaluateOnNewDocument for WebKit,0,Medior,https://github.com/microsoft/playwright/pull/55,0,0,1,0,0,0,
chore(license): add NOTICE,0,Experienced,https://github.com/microsoft/playwright/pull/309,0,0,0,1,0,0,
docs(readme.md): fix typos,0,Medior,https://github.com/microsoft/playwright/pull/566,0,0,0,1,0,0,
Removed semicolon from code doc as it not required,0,Experienced,https://github.com/microsoft/playwright/pull/580,1,0,0,1,0,0,
chore: syntax alignment,0,Medior,https://github.com/microsoft/playwright/pull/596,0,0,0,0,0,1,
fix: make launch options in ffPlaywright optional,0,Experienced,https://github.com/microsoft/playwright/pull/637,0,1,0,0,0,0,
fix(types): export playwright-core types from playwright,0,Experienced,https://github.com/microsoft/playwright/pull/628,1,0,0,0,0,0,Organizational.
doc(page): Improve Page description,0,Experienced,https://github.com/microsoft/playwright/pull/665,0,0,0,1,0,0,
bug(pw_run): Allow running from paths with spaces,0,Medior,https://github.com/microsoft/playwright/pull/674,0,1,0,0,0,1,
docs: clarify relationship to Puppeteer,0,Experienced,https://github.com/microsoft/playwright/pull/711,0,0,0,1,0,0,
chore: fix package typo in packages README,0,Experienced,https://github.com/microsoft/playwright/pull/707,0,0,0,1,0,0,
docs(api): fix cdp session creation example,0,Experienced,https://github.com/microsoft/playwright/pull/709,0,0,0,1,0,0,
docs: make individual FAQ items linkable,0,Experienced,https://github.com/microsoft/playwright/pull/712,0,0,0,1,0,0,
chore: fix missing device definitions ,1,Experienced,https://github.com/microsoft/playwright/pull/708,1,0,0,0,0,0,
feat(unit): add click test on animated target,0,Experienced,https://github.com/microsoft/playwright/pull/655,0,0,1,0,0,0,
docs(api.md) Fix USKeyboardLayout link,0,Experienced,https://github.com/microsoft/playwright/pull/719,0,0,0,1,0,0,
fix typo,0,Medior,https://github.com/microsoft/playwright/pull/740,1,0,0,0,0,0,
chore: Fix dead link for element handle,0,Medior,https://github.com/microsoft/playwright/pull/827,0,0,0,1,0,0,
fix(test): fix expect in jshandle spec,0,Experienced,https://github.com/microsoft/playwright/pull/927,0,0,0,0,1,1,
Add xterm.js to showcase,0,Experienced,https://github.com/microsoft/playwright/pull/1034,0,0,0,1,0,0,
Docs: fix return type of launchPersistent,0,Experienced,https://github.com/microsoft/playwright/pull/1047,0,0,0,1,0,0,
docs: added community example project,0,,https://github.com/microsoft/playwright/pull/1084,0,0,0,1,0,0,
Add sort_columns parameter to plot to allow unsorted plots,0,Medior,https://github.com/pandas-dev/pandas/pull/918,0,1,0,0,0,0,
Added count of columns when DataFrame is printed out,0,Experienced,https://github.com/pandas-dev/pandas/pull/3084,0,1,0,0,0,0,
ENH: Added xlsxwriter as an ExcelWriter option.,0,Experienced,https://github.com/pandas-dev/pandas/pull/4857,0,1,0,0,0,0,
DOC: proposed fix for #4699: Period() docstring inconsistent with code when freq has a mult != 1,0,Experienced,https://github.com/pandas-dev/pandas/pull/5057,0,0,0,1,0,0,
Update rolling skew & kurtosis to handle cases where they aren't defined,0,Novice,https://github.com/pandas-dev/pandas/pull/5760,0,1,0,0,0,1,
DOC: Remove newline in @verbatim code-block.,0,Experienced,https://github.com/pandas-dev/pandas/pull/7078,0,0,0,1,0,0,
DOC: Add missing column header in 'baseball.csv'.,0,Medior,https://github.com/pandas-dev/pandas/pull/7467,0,0,0,1,0,0,
pandas.io.gbq Version 2,0,Novice,https://github.com/pandas-dev/pandas/pull/6937,0,0,0,1,0,0,
Fix bdist_wheel. Add Tag information to WHEEL dist info.,0,Experienced,https://github.com/pandas-dev/pandas/pull/8066,1,0,0,1,0,0,
BUG: fix variable overwriting in radviz,0,Novice,https://github.com/pandas-dev/pandas/pull/8199,1,0,0,0,0,0,
BUG: fix concat to work with more iterables (GH8645) ,0,Experienced,https://github.com/pandas-dev/pandas/pull/8668,1,0,0,0,0,0,
BUG: fix doctests in pandas.core.common,0,Novice,https://github.com/pandas-dev/pandas/pull/8931,1,0,0,0,0,0,
ENH: add interval kwarg to get_data_yahoo issue #9071,0,Medior,https://github.com/pandas-dev/pandas/pull/9072,0,1,0,0,0,0,
ENH Read Stata dta file incrementally,0,Experienced,https://github.com/pandas-dev/pandas/pull/9493,0,1,0,0,0,0,
BUG: implement .sort_index(...inplace=True) for #11402,0,Experienced,https://github.com/pandas-dev/pandas/pull/11422,1,0,0,0,0,0,
CLN: Removed pandas.util.testing.choice ,0,Experienced,https://github.com/pandas-dev/pandas/commit/eba78032e927d2680850c88190f3bafe18cac6ba,0,0,0,0,1,0,
Added pandas logo and separator ,0,Experienced,https://github.com/pandas-dev/pandas/commit/13b7a408a77ee929e0214af8f00453566c896f37,0,0,0,1,0,0,
DOC: Typing error in ExcelFile class example,0,Novice,https://github.com/pandas-dev/pandas/pull/15040,0,0,0,1,0,0,
"Fixes truncated error message ""C extension: umpy.core.multiarray failed to import""",0,Experienced,https://github.com/pandas-dev/pandas/pull/16366,1,0,0,0,0,0,
BUG: DataFrame.first_valid_index() fails if there is no valid entry.,0,Experienced,https://github.com/pandas-dev/pandas/pull/17488,1,0,0,0,0,0,
BUG: Fix series rename called with str altering name rather index (GH17407),0,Medior,https://github.com/pandas-dev/pandas/pull/17654,1,0,0,0,0,0,
Add nrows parameter to pandas.read_excel(),1,Medior,https://github.com/pandas-dev/pandas/pull/18507,0,1,0,0,0,0,
str.extractall with no match returns appropriate MultIndex,0,Experienced,https://github.com/pandas-dev/pandas/pull/19075,1,0,0,0,0,0,
BUG: drop_duplicates not raising KeyError on missing key ,0,Experienced,https://github.com/pandas-dev/pandas/pull/19730,1,0,0,0,0,0,
Two tests didn't properly assert an exception was raised. Fixed.,0,Experienced,https://github.com/pandas-dev/pandas/pull/21409,1,0,0,0,1,0,
"BUG: Offset-based rolling window, with only one raw in dataframe and closed='left', max and min functions make python crash",0,Novice,https://github.com/pandas-dev/pandas/pull/24811,1,0,0,0,0,0,
BUG: Fix passing of numeric_only argument for categorical reduce,0,Experienced,https://github.com/pandas-dev/pandas/pull/25304,1,0,0,0,0,0,
Pandas.io.formats.style.Styler docstring PR02,1,Experienced,https://github.com/pandas-dev/pandas/pull/28539,0,0,0,1,0,0,
fix Rolling for multi-index and reversed index.,0,Experienced,https://github.com/pandas-dev/pandas/pull/28297,1,1,0,0,0,0,
"%s changed to fstring, single quotes in f string changed to double qu",1,Medior,https://github.com/pandas-dev/pandas/pull/30108,0,1,0,0,0,1,
Initial extract,0,Experienced,https://github.com/jethrokuan/org-roam/commit/393ceea575bc61528615e4186bbda3d695c6c2e5,0,0,1,0,0,1,Organizational.
Update Readme,0,Experienced,https://github.com/jethrokuan/org-roam/pull/8,0,0,0,1,0,0,
Don't re-enable org-mode,0,Experienced,https://github.com/jethrokuan/org-roam/pull/13,0,0,0,0,0,1,
Add org-roam-tomorrow and org-roam-date ,0,Experienced,https://github.com/jethrokuan/org-roam/pull/28,0,0,1,0,0,0,
Add or fix symlink support,0,Medior,https://github.com/jethrokuan/org-roam/pull/29,1,0,0,0,0,1,
Look for encrypted org-files (.org.gpg) in files and links,0,Experienced,https://github.com/jethrokuan/org-roam/pull/87,0,1,0,0,0,0,
Add a missed (file-truename org-roam-directory),0,Experienced,https://github.com/jethrokuan/org-roam/pull/88,1,0,0,0,0,0,
WIP: Add org_roam_file link type,0,Experienced,https://github.com/jethrokuan/org-roam/pull/108,0,1,0,0,0,0,
fix typo,0,Experienced,https://github.com/jethrokuan/org-roam/pull/113,0,0,0,0,0,1,
(feature) Add link to backlink line to backlinks buffer,0,Experienced,https://github.com/jethrokuan/org-roam/pull/99,0,1,0,0,0,0,
ncrease performance of post-command-hook,0,Experienced,https://github.com/jethrokuan/org-roam/pull/122,0,0,0,0,0,1,
Add Spacemacs installation instructions,0,Experienced,https://github.com/jethrokuan/org-roam/pull/133,0,0,0,1,0,0,
Handle nil file names,0,Experienced,https://github.com/jethrokuan/org-roam/pull/136,0,1,0,0,0,0,
Add function org-roam-switch-to-buffer,1,Experienced,https://github.com/jethrokuan/org-roam/pull/138,0,1,0,0,0,0,
allow customization of graphviz node appearance,0,Medior,https://github.com/jethrokuan/org-roam/pull/132,0,1,0,0,0,0,
Fallback to Emacs SVG viewer functionality,0,Experienced,https://github.com/jethrokuan/org-roam/pull/145,0,1,0,0,0,0,
Fix typo in tour.md,0,Experienced,https://github.com/jethrokuan/org-roam/pull/172,0,0,0,1,0,0,
Fixed broken markdown src block,0,Experienced,https://github.com/jethrokuan/org-roam/pull/176,0,0,0,1,0,0,
Export STATUS_CODES ,0,Experienced,https://github.com/nodejs/node/commit/501b4a54be5188e06194597010b5f13067da1caf,0,0,0,0,0,1,
"Adding support for require-like initialization of node, ",0,Experienced,https://github.com/nodejs/node/commit/52f93185c783beb71535f59e478fcac8912d0c54,0,1,0,0,0,0,
Close #962: Fixed typo in vm.runInNewContext docs. ,0,Experienced,https://github.com/nodejs/node/commit/68c8a69f4cdda9e6e1d80f1ed90efbabf410f20c,0,0,0,1,0,0,
doc: http: document res.write() `drain` return value ,0,Experienced,https://github.com/nodejs/node/commit/af699c47d1d333dab2eaf438ed78b504ebdb6b79,0,0,0,1,0,0,
