Issue,URL,Associated PR,Taken by New Developer? (0/1),Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
IE9: Unable to call apply on console.error when encountering an unknown tag,https://github.com/facebook/react/issues/13610,https://github.com/facebook/react/pull/13620,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
Fragments in IE11 rendered as strange elements,https://github.com/facebook/react/issues/13414,https://github.com/WordPress/gutenberg/pull/12096,0,1,0,0,0,0,1,
Improve warning message for failure to initialize `state` when using `getDerivedStateFromProps` ,https://github.com/facebook/react/issues/12670,https://github.com/facebook/react/pull/13317,1,0,1,0,0,0,0,
Unexpected warning when hydrating with portal and SSR,https://github.com/facebook/react/issues/12615,https://github.com/facebook/react/pull/13614,0,1,0,0,0,0,0,"Multiple PRs, took first one for data."
dangerouslySetInnerHTML will wrap on SSR but not client and both are editing invalid HTML,https://github.com/facebook/react/issues/12415,N.A,0,1,0,0,0,0,0,Closed without fix.
Remove selectionStart polyfill?,https://github.com/facebook/react/issues/11806,N.A,0,1,0,0,0,0,0,Closed without fix.
Error Rendering Inputs in Separate Window using Portals,https://github.com/facebook/react/issues/11768,https://github.com/facebook/react/pull/11870,0,1,0,0,0,0,1,"Multiple PRs, took first one for data."
Children of option tags flattened when select has value,https://github.com/facebook/react/issues/11602,https://github.com/facebook/react/pull/11623,0,0,0,0,0,1,0,"Multiple PRs, took first one for data."
Ignore <noscript> content on the client and don't warn about mismatches,https://github.com/facebook/react/issues/11423,https://github.com/facebook/react/pull/13537,1,0,1,0,0,0,1,
Nicer Formatting of SSR Validation,https://github.com/facebook/react/issues/10085,https://github.com/facebook/react/pull/12063,0,0,1,0,0,0,0,
False positive getDefaultProps warning when mixing development and production versions,https://github.com/facebook/react/issues/9999,https://github.com/facebook/react/pull/12064,1,1,0,0,0,0,0,
yarn prettier runs a too long command for OS windows,https://github.com/facebook/react/issues/9500,https://github.com/facebook/react/pull/9523,0,1,0,0,0,0,0,"Multiple PRs, took first one for data."
Defining `default_scope` class method doesn't work,https://github.com/rails/rails/issues/38397,N.A,0,1,0,0,0,0,0,"False report, bug didn't exist."
Add ActionCable::Channel.stream_or_reject_for,https://github.com/rails/rails/issues/38371,https://github.com/rails/rails/pull/38375,0,0,1,0,0,0,0,
"Missing app/assets/images directory causes ""We're sorry, but something went wrong""",https://github.com/rails/rails/issues/38222,https://github.com/rails/rails/pull/38249,1,0,0,0,0,0,1,"Multiple PRs, took first one for data."
ActiveRecord::StatementInvalid: SQLite3::SQLException: incomplete input,https://github.com/rails/rails/issues/38066,N.A,0,1,0,0,0,0,0,Cannot be reproduced.
Associations guide incorrectly states belongs_to as one-to-one relationship,https://github.com/rails/rails/issues/37899,https://github.com/rails/rails/pull/37905,0,0,0,0,1,0,0,"Multiple PRs, took first one for data."
db:schema:dump generates different code between development and test environments,https://github.com/rails/rails/issues/37706,https://github.com/rails/rails/pull/37726,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
ActiveStorage changes in nested model not detected during update,https://github.com/rails/rails/issues/37701,https://github.com/rails/rails/pull/37786,1,1,0,0,0,0,0,
Make assert_changes etc. use minitest's diffing.,https://github.com/rails/rails/issues/37507,https://github.com/rails/rails/pull/37588,1,0,0,0,0,1,0,"Multiple PRs, took first one for data."
Fix random test failure in Active Record i18n test,https://github.com/rails/rails/issues/35594,N.A,0,0,0,0,0,1,0,Cannot be reproduced.
ActionController::ParamsWrapper#process_action catches too many errors,https://github.com/rails/rails/issues/34811,https://github.com/rails/rails/pull/34883,0,0,0,0,0,0,1,"Multiple PRs, took first one for data."
Add option to disable scopes in `ActiveRecord.enum`,https://github.com/rails/rails/issues/34599,https://github.com/rails/rails/pull/34605,1,0,0,1,0,0,0,
"ActionDispatch::IntegrationTest should include ActiveJob::TestHelper, ActionMailer::TestHelper by default",https://github.com/rails/rails/issues/33838,https://github.com/rails/rails/pull/33849,0,0,0,0,0,1,0,
"Unwanted query parameter ""null="" added to the url in a get request test using as: :json",https://github.com/rails/rails/issues/33388,https://github.com/rails/rails/pull/33392,0,0,1,0,0,0,1,
`CollectionAssociation#size` should use `@association_ids` if available,https://github.com/rails/rails/issues/32569,https://github.com/rails/rails/pull/32617,1,1,0,0,0,0,1,"Multiple PRs, took first Rails PR for data."
Summer time,https://github.com/rails/rails/issues/32550,https://github.com/rails/rails/pull/32623,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
Errno::ENAMETOOLONG on system test screenshot,https://github.com/rails/rails/issues/32346,https://github.com/rails/rails/pull/36000,1,0,1,0,0,0,0,
ApplicationController.renderer.defaults gets unset/reloaded in development,https://github.com/rails/rails/issues/30049,https://github.com/rails/rails/pull/30115,1,1,0,0,0,0,0,
Reformat implicit render exception,https://github.com/rails/rails/issues/29280,https://github.com/rails/rails/pull/29286,1,0,0,1,0,0,1,"Multiple PRs, took first one for data."
rails plugin new rails51test --mountable --webpack=react stops after basic directory creation,https://github.com/rails/rails/issues/29116,https://github.com/rails/rails/pull/29238,1,0,0,0,0,0,1,
#action_name is not in the docs,https://github.com/rails/rails/issues/29084,https://github.com/rails/rails/pull/29134,1,0,0,0,1,0,0,
Improve API documentation to include more details about `render`,https://github.com/rails/rails/issues/28484,https://github.com/rails/rails/pull/28784,1,0,0,0,1,0,0,"Multiple PRs, took first one for data."
test_unit integration tests generator is missing the namespace wrapper ,https://github.com/rails/rails/issues/28011,https://github.com/rails/rails/pull/28013,0,0,1,0,0,0,0,
Fix lazy load hooks documentation.,https://github.com/rails/rails/issues/25784,https://github.com/rails/rails/pull/25790,0,0,0,0,0,0,1,"Multiple PRs, took first one for data."
Update Active Job guide with ApplicationJob instead of ActiveJob::Base,https://github.com/rails/rails/issues/25377,https://github.com/rails/rails/pull/25378,1,0,0,0,0,0,1,
Drop jQuery as a dependency,https://github.com/rails/rails/issues/25208,https://github.com/rails/jquery-ujs/pull/474,1,0,0,1,0,0,1,"Multiple PRs, took first one for data."
Bug with namespaced ActiveRecord models on 4.1.x (PostgreSQL),https://github.com/rails/rails/issues/15811,https://github.com/rails/rails/pull/30778,1,0,1,0,0,0,0,"Multiple PRs, took first one for data."
[jit] Spurious error when type comments are found in the body of a function.,https://github.com/pytorch/pytorch/issues/30477,https://github.com/pytorch/pytorch/pull/30590,1,1,1,0,0,0,0,
docs] save_for_backward docs missing,https://github.com/pytorch/pytorch/issues/27365,https://github.com/pytorch/pytorch/pull/28643,0,0,0,0,1,0,0,
[Contributor Welcome] Implement C++ API version of torch.nn.MultiMarginLoss,https://github.com/pytorch/pytorch/issues/27198,https://github.com/pytorch/pytorch/pull/27424,1,0,0,1,0,0,0,
[Contributor Welcome] Implement C++ API version of torch.nn.TripletMarginLoss,https://github.com/pytorch/pytorch/issues/27197,https://github.com/pytorch/pytorch/pull/27213,1,0,0,1,0,0,0,
[Contributor Welcome] Implement C++ API version of torch.nn.functional.affine_grid,https://github.com/pytorch/pytorch/issues/27196,https://github.com/pytorch/pytorch/pull/27263,0,0,0,1,0,0,0,
[Contributor Welcome] Implement C++ API version of torch.nn.functional.pdist,https://github.com/pytorch/pytorch/issues/27082,https://github.com/pytorch/pytorch/pull/27122,0,0,0,1,0,0,0,
Add C++ t[Contributor Welcome] Implement C++ API version of torch.nn.functional.pdistorch::nn::functional::pdist,https://github.com/pytorch/pytorch/issues/27078,https://github.com/pytorch/pytorch/pull/27122,0,0,0,1,0,0,0,
[Contributor Welcome] Implement C++ API version of torch.nn.functional.normalize,https://github.com/pytorch/pytorch/issues/27048,https://github.com/pytorch/pytorch/pull/27280,1,0,0,1,0,0,0,
Fuse operators inside of the (CPU) glu operator. ,https://github.com/pytorch/pytorch/issues/26418,https://github.com/pytorch/pytorch/pull/26410,0,0,0,1,0,0,0,
LogCumsumExp,https://github.com/pytorch/pytorch/issues/26411,https://github.com/pytorch/pytorch/pull/32876,0,0,0,1,0,0,0,
Python/C++ API Parity: torch.nn modules and functional ,https://github.com/pytorch/pytorch/issues/25883,https://github.com/pytorch/pytorch/pull/25981,0,0,0,1,0,0,0,"Multiple PRs, took first one for data."
[jit] String default args get printed as ascii values,https://github.com/pytorch/pytorch/issues/25804,https://github.com/pytorch/pytorch/pull/27088,1,0,0,0,0,0,1,
[jit] Missing source highlight error,https://github.com/pytorch/pytorch/issues/25801,https://github.com/pytorch/pytorch/pull/27195,1,0,1,0,0,0,0,
torch.Tensor.repeat() fails for 0 repeats,https://github.com/pytorch/pytorch/issues/23603,https://github.com/pytorch/pytorch/pull/23766,1,1,0,0,0,0,0,
[docs] torch.lerp typo,https://github.com/pytorch/pytorch/issues/22697,https://github.com/pytorch/pytorch/pull/23477,1,0,0,0,1,0,0,
Remove unpack() in torch/csrc/nn/type_checks.h and its caller functions in the codebase,https://github.com/pytorch/pytorch/issues/20704,https://github.com/pytorch/pytorch/pull/17072,0,0,0,0,0,0,1,"Multiple PRs, took first one for data."
[FR] support base in logspace,https://github.com/pytorch/pytorch/issues/19220,https://github.com/pytorch/pytorch/pull/19542,1,0,0,1,0,0,0,
[FR] make torch.nn.utils.convert_sync_batchnorm a classmethod of SyncBatchNorm,https://github.com/pytorch/pytorch/issues/18382,https://github.com/pytorch/pytorch/pull/18787,0,0,0,0,0,0,1,
new_zeros is not traced correctly,https://github.com/pytorch/pytorch/issues/16663,https://github.com/facebookresearch/pytext/pull/289,0,1,1,0,0,0,0,
RandomSampler length,https://github.com/pytorch/pytorch/issues/15537,https://github.com/pytorch/pytorch/pull/15991,1,1,0,0,0,0,0,
inspect.getargspec() is deprecated in Python 3,https://github.com/pytorch/pytorch/issues/15344,https://github.com/pytorch/pytorch/pull/15396,1,0,0,0,0,0,1,Organizational.
[collect_env] run doesn't support non-ascii characters in output,https://github.com/pytorch/pytorch/issues/15214,https://github.com/pytorch/pytorch/pull/15354,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
torch.onnx.export is missing documentation on the docs page,https://github.com/pytorch/pytorch/issues/14698,https://github.com/pytorch/pytorch/pull/22938,0,0,0,0,1,0,0,
Add Tensor.nbytes() / `Tensor.itemsize()`,https://github.com/pytorch/pytorch/issues/12728,https://github.com/pytorch/pytorch/pull/17776,0,0,1,0,0,0,0,"Multiple PRs, took first one for data."
Unexpected Behavior when Pointwise Operations Write to Expanded Tensors,https://github.com/pytorch/pytorch/issues/10756,N.A,0,1,0,0,0,0,0,Appears to be stale.
"Different results when using function argmax or argmin for data type "".cuda()"" and "".cpu()""",https://github.com/pytorch/pytorch/issues/10370,N.A,0,1,0,0,0,0,0,
[doc] functionalities not documented,https://github.com/pytorch/pytorch/issues/9886,https://github.com/pytorch/pytorch/pull/22842,0,0,0,0,1,0,0,"Multiple PRs, took first one for data."
Indexing with list of booleans differs from numpy,https://github.com/pytorch/pytorch/issues/6773,https://github.com/pytorch/pytorch/pull/8920,0,1,0,0,0,0,0,
Support `clamp()` with tensor min and max,https://github.com/pytorch/pytorch/issues/2793,https://github.com/pytorch/pytorch/pull/32587,1,0,0,1,0,0,0,
Remove ZSTD,https://github.com/OpenMined/PySyft/issues/3134,https://github.com/OpenMined/PySyft/pull/3150,0,0,0,0,0,0,1,
Translate our tutorials to Simplified Chinese / Chiniese,https://github.com/OpenMined/PySyft/issues/2778,https://github.com/OpenMined/PySyft/pull/3103,1,0,0,0,1,0,0,
"Serde is potentially simplifying information twice, creating a bad nested structure",https://github.com/OpenMined/PySyft/issues/2424,https://github.com/OpenMined/PySyft/pull/2614,0,1,0,0,0,0,0,
Hack PySyft,https://github.com/OpenMined/PySyft/issues/2421,N.A,0,0,0,0,0,1,0,Still ongoing.
Function hooking bug in nn.functional (F.max_pool2d),https://github.com/OpenMined/PySyft/issues/1878,https://github.com/OpenMined/PySyft/pull/1894,0,1,0,0,0,0,0,
Test hook.py should be modified to not use class structure,https://github.com/OpenMined/PySyft/issues/1835,https://github.com/OpenMined/PySyft/pull/1841,0,0,0,0,0,1,0,"Multiple PRs, took first one for data."
Add Logo and Color Scheme to Documentation,https://github.com/OpenMined/PySyft/issues/1418,https://github.com/OpenMined/PySyft/pull/1427,1,0,0,0,1,0,0,
Implement the inline Unfold function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1267,https://github.com/OpenMined/UnityWorker/pull/430,0,0,1,0,0,0,0,
Implement the Trunc function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1262,N.A,0,0,1,0,0,0,0,"Not done, closed."
Implement the Transpose function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1250,https://github.com/OpenMined/PySyft/pull/1295,1,0,1,0,0,0,0,
Implement the Trace function for IntTensor on the CPU ,https://github.com/OpenMined/PySyft/issues/1246,https://github.com/OpenMined/PySyft/pull/1280,1,0,1,0,0,0,0,
Implement the inline Tolist function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1239,N.A,0,0,1,0,0,0,0,"Closed, seems to be duplicated."
Implement the inline Std function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1207,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Reciprocal function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1147,https://github.com/OpenMined/UnityWorker/pull/359,0,0,1,0,0,0,0,
Implement the inline Pstrf function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1127,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the Nonzero function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1086,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Nelement function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1083,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the Ne function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/1071,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the Index_copy function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/994,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Gt function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/979,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Eig function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/923,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Baddbm function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/871,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Atan2 function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/867,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Numel function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/811,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement the inline Clone function for IntTensor on the CPU,https://github.com/OpenMined/PySyft/issues/775,N.A,0,0,1,0,0,0,0,Closed without reason or explanation.
Implement tan Functionality in FloatTensor with CPU/GPU Backend Support,https://github.com/OpenMined/PySyft/issues/605,https://github.com/OpenMined/PySyft/pull/668,0,0,1,0,0,0,0,
Implement inline squeeze Functionality in FloatTensor with CPU/GPU Backend Support,https://github.com/OpenMined/PySyft/issues/592,https://github.com/OpenMined/UnityWorker/pull/153,0,0,1,0,0,0,0,
Implement sign Functionality in FloatTensor with CPU/GPU Backend Support,https://github.com/OpenMined/PySyft/issues/580,https://github.com/OpenMined/PySyft/pull/673,1,0,1,0,0,0,0,
Implement inline addmv Functionality in FloatTensor with CPU/GPU Backend Support,https://github.com/OpenMined/PySyft/issues/423,https://github.com/OpenMined/PySyft/pull/674,0,0,1,0,0,0,0,
Implement inline add Functionality in FloatTensor with CPU/GPU Backend Support ,https://github.com/OpenMined/PySyft/issues/414,https://github.com/OpenMined/PySyft/pull/635,1,0,1,0,0,0,0,"Multiple PRs, took first one for data."
Adjust mouse location after crossing monitor boundry,https://github.com/microsoft/PowerToys/issues/1226,N.A,0,0,1,0,0,0,0,Still Open.
Lock the numeric keypad to always and forever use numbers ,https://github.com/microsoft/PowerToys/issues/1196,N.A,0,0,0,1,0,0,0,Still Open.
Context menu customization,https://github.com/microsoft/PowerToys/issues/1173,N.A,0,0,1,0,0,0,0,Still Open.
FancyZones should not zone parent window based on children,https://github.com/microsoft/PowerToys/issues/968,N.A,0,1,0,0,0,0,0,"Closed, not implemented."
Esc doesn't dismiss the FancyZones editor,https://github.com/microsoft/PowerToys/issues/936,https://github.com/microsoft/PowerToys/commit/e2814553ed47eb694356dcecacfc919e2d23d10a,0,1,0,0,0,0,0,Duplicate issue.
Opacity for fancyzone areas,https://github.com/microsoft/PowerToys/issues/631,https://github.com/microsoft/PowerToys/pull/1008,0,0,1,0,0,0,0,
[Feature]: Make page.goto work with URL objects ,https://github.com/microsoft/playwright/issues/1006,https://github.com/microsoft/playwright/pull/1241,1,0,1,0,0,0,0,According to maitainers this was 'not a good first issue/bug.'
[Feature] - Delete a certain cookie instead of clear all cookies,https://github.com/microsoft/playwright/issues/742,N.A,0,0,1,0,0,0,0,
Add real-world examples,https://github.com/microsoft/playwright/issues/660,N.A,0,0,0,0,1,0,0,
Missing a few device defs for landscape variants,https://github.com/microsoft/playwright/issues/606,https://github.com/microsoft/playwright/pull/708,1,1,0,0,0,0,0,
Does #28827 also apply to applymap?,https://github.com/pandas-dev/pandas/issues/31620,https://github.com/pandas-dev/pandas/pull/31695,0,0,0,0,1,0,0,
Aggregation fails when grouping on more than one key and the column to aggregate is a tz-aware timestamp series,https://github.com/pandas-dev/pandas/issues/29833,https://github.com/pandas-dev/pandas/pull/27921,0,1,0,0,0,0,0,
TST: make subdirs in pandas/tests/io/data,https://github.com/pandas-dev/pandas/issues/29439,https://github.com/pandas-dev/pandas/pull/25427,1,0,1,0,0,0,0,"Multiple PRs, took first one for data."
DOC: fix code-block in the reshaping docs,https://github.com/pandas-dev/pandas/issues/28819,https://github.com/pandas-dev/pandas/pull/28838,0,0,0,0,1,0,0,"Multiple PRs, took first one for data."
Fix PR02 issues in docstrings,https://github.com/pandas-dev/pandas/issues/27976,https://github.com/pandas-dev/pandas/pull/28340,0,0,0,0,1,0,0,"Multiple PRs, took first one for data."
`Dataframe.sample()` isn't validating `frac`,https://github.com/pandas-dev/pandas/issues/27451,https://github.com/pandas-dev/pandas/pull/29444,1,0,0,0,1,0,0,"Multiple PRs, took first one for data."
read_excel and ExcelFile engine conflict,https://github.com/pandas-dev/pandas/issues/26566,https://github.com/pandas-dev/pandas/pull/26736,0,1,0,0,0,0,0,
DEPR: deprecate Series/DataFrame.to_dense/to_sparse,https://github.com/pandas-dev/pandas/issues/26557,https://github.com/pandas-dev/pandas/pull/26684,0,0,0,0,0,0,1,
BUG: concat(Series[sparse]) raises ValueError,https://github.com/pandas-dev/pandas/issues/23557,https://github.com/pandas-dev/pandas/pull/30645,0,0,0,0,0,1,0,
"DataFrame.rolling causes Kernel died, restart",https://github.com/pandas-dev/pandas/issues/22590,https://github.com/pandas-dev/pandas/pull/29392,0,0,0,0,0,1,0,
"bug: merge_asof with tz-aware datetime ""by"" parameter raises",https://github.com/pandas-dev/pandas/issues/21184,https://github.com/pandas-dev/pandas/pull/24634,0,1,0,0,0,1,0,
"ExcelFile.parse() and pd.read_xlsx() have different behavior for ""sheetname"" argument",https://github.com/pandas-dev/pandas/issues/20920,https://github.com/pandas-dev/pandas/pull/20938,1,0,0,0,0,0,1,
np array indexer modified in iloc,https://github.com/pandas-dev/pandas/issues/20852,https://github.com/pandas-dev/pandas/pull/21867,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
Move Wiki testing page to main docs?,https://github.com/pandas-dev/pandas/issues/20501,https://github.com/pandas-dev/pandas/pull/32170,1,0,0,0,1,0,0,
Add CSS formating for deprecated parameters / methods,https://github.com/pandas-dev/pandas/issues/20349,https://github.com/pandas-dev/pandas/pull/20357,1,0,0,0,1,0,0,
DOC: NumFOCUS link broken at http://pandas.pydata.org,https://github.com/pandas-dev/pandas/issues/19267,N.A,0,0,0,0,1,0,0,"Fixed without necessity of PR, website related."
Make `DataFrame.pivot` accepts a list of column names as values,https://github.com/pandas-dev/pandas/issues/17160,https://github.com/pandas-dev/pandas/pull/17339,1,0,1,0,0,0,0,
Inconsistent error raising in indexing,https://github.com/pandas-dev/pandas/issues/14525,https://github.com/pandas-dev/pandas/pull/29378,0,0,0,0,0,1,0,
Pandas 0.18.1 groupby and resample with multilevel aggregation error,https://github.com/pandas-dev/pandas/issues/13964,N.A,0,1,0,0,0,0,0,Closed without fix.
DOC: more documentation that pandas by-default aligns when setting,https://github.com/pandas-dev/pandas/issues/13950,https://github.com/pandas-dev/pandas/pull/15508,1,0,0,0,1,0,0,
Fillna a categories series with another series breaks,https://github.com/pandas-dev/pandas/issues/13628,https://github.com/pandas-dev/pandas/pull/27933,1,0,0,0,0,1,0,
printing multi-index dataframe with renamed index produces traceback,https://github.com/pandas-dev/pandas/issues/13000,https://github.com/pandas-dev/pandas/pull/30222,0,0,0,0,0,1,0,
"BUG: not properly converting S1 in astype ,on PY3",https://github.com/pandas-dev/pandas/issues/12857,https://github.com/pandas-dev/pandas/pull/30327,0,1,0,0,0,0,0,
TST: code coverage enhancements,https://github.com/pandas-dev/pandas/issues/12634,https://github.com/pandas-dev/pandas/pull/12721,0,0,0,0,0,0,1,"Multiple PRs, took first one for data."
"ENH: calculate average absolute difference by mean, median or mode",https://github.com/pandas-dev/pandas/issues/11787,https://github.com/pandas-dev/pandas/pull/20024,0,0,1,0,0,0,1,"Multiple PRs, took first one for data."
display.notebook_repr_html -> display.html.notebook,https://github.com/pandas-dev/pandas/issues/11784,https://github.com/pandas-dev/pandas/pull/20396,0,0,0,0,0,0,1,
Interpreting passed slicers in using .loc(axis=1) |#AssertionError: Start slice bound is non-scalar,https://github.com/pandas-dev/pandas/issues/10586,https://github.com/pandas-dev/pandas/pull/30646,0,0,0,0,0,1,0,
PERF: directly astype with numpy if series is already nansafe,https://github.com/pandas-dev/pandas/issues/8732,https://github.com/pandas-dev/pandas/pull/8971,0,0,0,0,0,0,1,
API: Consistency in prefix / prefix_sep,https://github.com/pandas-dev/pandas/issues/8141,https://github.com/pandas-dev/pandas/pull/8140,0,0,0,0,0,0,1,
ENH: Html table export: Add of other attributes,https://github.com/pandas-dev/pandas/issues/6488,https://github.com/pandas-dev/pandas/pull/7338,0,0,1,0,0,0,0,"Multiple PRs, took first one for data."
Convert text selection to org-roam link,https://github.com/jethrokuan/org-roam/issues/127,https://github.com/jethrokuan/org-roam/pull/148,0,0,1,0,0,0,0,
feature: org-roam-switch-buffer,https://github.com/jethrokuan/org-roam/issues/126,https://github.com/jethrokuan/org-roam/pull/138,1,0,1,0,0,0,0,
Add org-roam-insert with downcased titles,https://github.com/jethrokuan/org-roam/issues/64,https://github.com/jethrokuan/org-roam/pull/110,0,0,1,0,0,0,0,
module: incorrect relative path for dynamic import in REPL,https://github.com/nodejs/node/issues/30868,https://github.com/nodejs/node/commit/49fb529139ff4b43f472e24f2015482af82446b6,0,0,1,0,0,0,0,
Better not found errors for ESM,https://github.com/nodejs/node/issues/30603,https://github.com/nodejs/node/pull/31906,0,0,1,0,0,0,0,
fs: make rmdir() emfileWait handle ENFILE,https://github.com/nodejs/node/issues/30482,https://github.com/nodejs/node/pull/30499,0,0,1,0,0,0,0,
Doctool may swallow errors due to unhandled async functions,https://github.com/nodejs/node/issues/30090,https://github.com/nodejs/node/pull/30106,1,0,0,0,1,0,0,
doc: crypto.createDiffieHellmanGroup() not documented,https://github.com/nodejs/node/issues/28523,https://github.com/nodejs/node/pull/28585,1,0,0,0,1,0,0,
Fix documentation for `childProcess.kill(signal)`: `signal` can be a number,https://github.com/nodejs/node/issues/27750,https://github.com/sindresorhus/execa/pull/208,1,0,0,0,1,0,0,"Multiple PRs, took first for data."
"cleanup: reduce the number of `#include ""env.h""` and `#include ""env-inl.h""` in the code base",https://github.com/nodejs/node/issues/27531,https://github.com/nodejs/node/pull/32293,1,0,0,0,0,0,1,"Multiple PRs, took first for data."
Need change in the read me file,https://github.com/nodejs/node/issues/24872,https://github.com/nodejs/node/pull/31266,1,0,0,0,1,0,0,
module: createRequireFromPath documentation is incorrect,https://github.com/nodejs/node/issues/23710,https://github.com/nodejs/node/pull/24763,1,0,0,0,1,0,0,"Multiple PRs, took first for data."
test: help annotate `test/parallel/test-util-log.js`,https://github.com/nodejs/node/issues/22472,https://github.com/nodejs/node/pull/22487,1,0,0,0,0,1,0,
Documents about difference of inspect or --inspect and it's arguments,https://github.com/nodejs/node/issues/19066,https://github.com/nodejs/nodejs.org/pull/1578,1,0,1,0,0,0,0,
`ecdh.setPublicKey` is actually useful and should be undeprecated,https://github.com/nodejs/node/issues/18977,https://github.com/nodejs/node/pull/19080,0,0,0,1,0,0,0,"Multiple PRs, took first for data."
The behavior of Buffer#compare doesn't match its documentation,https://github.com/nodejs/node/issues/17618,https://github.com/nodejs/node/pull/17794,1,0,0,0,1,0,0,"Multiple PRs, took first for data."
Document no-op console methods,https://github.com/nodejs/node/issues/16755,https://github.com/nodejs/node/pull/17004,1,0,0,0,1,0,0,"Multiple PRs, took first for data."
meta: articles about PR communication,https://github.com/nodejs/node/issues/16359,https://github.com/nodejs/node/pull/17902,1,0,0,0,1,0,0,
"http2,doc: links missing definition",https://github.com/nodejs/node/issues/14857,https://github.com/nodejs/node/pull/14239,0,0,0,1,0,0,0,"Multiple PRs, took first for data."
module.paths is undocumented,https://github.com/nodejs/node/issues/14371,https://github.com/mochajs/mocha/pull/2659,1,0,0,1,0,0,0,"Multiple PRs, took first for data."
"doc,vm: warn more prominently against executing untrusted code",https://github.com/nodejs/node/issues/11550,https://github.com/nodejs/node/pull/11557,1,0,0,0,1,0,0,
readdirSync of drive letter lists items of cwd,https://github.com/nodejs/node/issues/9378,https://github.com/nodejs/node/pull/13330,0,0,0,0,1,0,0,
Modify https.globalAgent doesn't effect,https://github.com/nodejs/node/issues/9057,https://github.com/nodejs/node/pull/11249,0,0,1,0,0,0,0,
Debugging: name every function,https://github.com/nodejs/node/issues/8913,https://github.com/nodejs/node/pull/8993,1,0,0,1,0,0,0,"Multiple PRs, took first for data."
Debugging: Stabilize hidden classes for improved heap snapshots,https://github.com/nodejs/node/issues/8912,https://github.com/nodejs/node/pull/9116,1,0,0,0,0,0,1,
net: `_connectionKey` given wrong value for large port,https://github.com/nodejs/node/issues/5727,https://github.com/nodejs/node/pull/5732,0,0,1,0,0,0,0,
readline documentation: event 'line' section wrongly restricts EOL to '\n' only,https://github.com/nodejs/node/issues/4916,https://github.com/nodejs/node/pull/4927,0,0,0,0,1,0,0,
"build,windows: build and test add-ons on CI",https://github.com/nodejs/node/issues/2537,https://github.com/nodejs/node/pull/5886,1,0,0,0,0,1,0,
http: improving expectation handling,https://github.com/nodejs/node/issues/2403,https://github.com/nodejs/node/pull/4501,1,0,1,0,0,0,0,
zlib: check callback is function,https://github.com/nodejs/node/issues/2397,https://github.com/nodejs/node/pull/2596,1,0,0,0,0,0,1,
Non-BMP variable names don't work from the REPL,https://github.com/nodejs/node/issues/2371,https://github.com/nodejs/node/pull/5953,1,1,0,0,0,0,0,
fs: expose scatter/gather syscalls writev() and readv(),https://github.com/nodejs/node/issues/2298,https://github.com/nodejs/node/pull/25925,1,0,0,1,0,0,0,
fs.readFile with encoding as 2nd argument is not documented,https://github.com/nodejs/node/issues/1797,https://github.com/nodejs/node/pull/1806,0,0,0,0,1,0,0,
Constantly and automatically inspect for vulnerable dependencies,https://github.com/goldbergyoni/nodebestpractices/issues/231,N.A,0,0,0,0,0,1,0,"Not implemented, closed without reason."
[lion-radio-group] can't get keyboard focus when untouched/not prefilled,https://github.com/ing-bank/lion/issues/569,N.A,0,1,0,0,0,0,0,
